"Judge of the Circuit Court - Vote For One - Judicial Circuit: 03",,
"","Maurice W. Baldwin Jr. (Both Parties) Winner",,
"Harford","43123",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 05",,
"","Cornelius F. Sybert Jr. (Both Parties) Winner",,
"Howard","50272",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 06",,
"","Mary Ann Stepler (Both Parties) Winner",,
"Frederick","39602",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 06",,
"","Paul H. Weinstein (Democratic) Winner",,
"Montgomery","188621",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 07",,
"","Graydon S. McKee III (Both Parties) Winner","William D. Missouri (Both Parties) Winner",,
"Prince George`s","102324","79134",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","John Hanson Briscoe (Both Parties) Winner",,
"St. Mary`s","12436",,


"Judge of the Circuit Court - Vote For No More Than Three - Judicial Circuit: 08",,
"","Roger W. Brown (Both Parties) Winner","Ellen M. Heller (Both Parties) Winner","John N. Prevas (Both Parties) Winner",,
"Baltimore ","69986","72463","62400",,


"Judge, Court of Appeals - Appellate Circuit: 01",,
"","William H. Adkins II (Both Parties)",,
"","Yes Winner","No",,
"Caroline","3322","474",,
"Cecil","7620","1,496",,
"Dorchester","3567","716",,
"Kent","2321","389",,
"Queen Anne`s","4469","712",,
"Somerset","2089","471",,
"Talbot","6316","678",,
"Wicomico","9342","1,143",,
"Worcester","4691","678",,


"Judge, Court of Appeals - Appellate Circuit: 04",,
"","Albert T. Blackwell Jr. (Both Parties)",,
"","Yes Winner","No",,
"Calvert","6986","1,316",,
"Charles","15300","2,577",,
"Prince George`s","115357","16,357",,
"St. Mary`s","8470","1,461",,


"Judge, Court of Appeals - Appellate Circuit: 06",,
"","Harry A. Cole (Both Parties)",,
"","Yes Winner","No",,
"Baltimore City","92698","13,580",,


"Judge, Court of Special Appeals - Appellate Circuit: 06",,
"","Richard P. Gilbert (Both Parties)",,
"","Yes Winner","No",,
"Baltimore City","81063","11,909",,
