"","Richard D. Warren (Democratic) Winner",,
"Wicomico","11288",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 01",,
"","Richard D. Warren (Republican) Winner",,
"Wicomico","11288",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 01",,
"","Thomas C. Groton III (Democratic) Winner",,
"Worcester","6065",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 01",,
"","Thomas C. Groton III (Republican) Winner",,
"Worcester","6065",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 02",,
"","John W. Sause Jr. (Democratic) Winner",,
"Queen Anne`s","5056",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 02",,
"","John W. Sause Jr. (Republican) Winner",,
"Queen Anne`s","5056",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 02",,
"","William S. Horne (Democratic) Winner",,
"Talbot","5728",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 02",,
"","William S. Horne (Republican) Winner",,
"Talbot","5728",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 03",,
"","Alfred L. Brennan Sr. (Democratic) Winner","Barbara Kerr Howe (Democratic) Winner",,
"Baltimore ","65119","62501",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 03",,
"","Alfred L. Brennan Sr. (Republican) Winner","Barbara Kerr Howe (Republican) Winner",,
"Baltimore ","65119","62501",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 03",,
"","Stephen M. Waldron (Democratic) Winner",,
"Harford","28418",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 03",,
"","Stephen M. Waldron (Republican) Winner",,
"Harford","28418",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","Warren B. Duckett Jr. (Democratic) Winner","Lawrence H. Rushworth (Democratic) Winner",,
"Anne Arundel","79094","57543",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","Warren B. Duckett Jr. (Republican) Winner","Lawrence H. Rushworth (Republican) Winner",,
"Anne Arundel","79094","57543",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","Raymond E. Beck Sr. (Democratic) Winner",,
"Carroll","25310",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","Raymond E. Beck Sr. (Republican) Winner",,
"Carroll","25310",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","James B. Dudley (Democratic) Winner",,
"Howard","36430",,


"Judge of the Circuit Court - Vote For No More Than Two - Judicial Circuit: 05",,
"","James B. Dudley (Republican) Winner",,
"Howard","36430",,


"Judge of the Circuit Court - Vote For No More Than Three - Judicial Circuit: 06",,
"","Vincent E. Ferretti Jr. (Democratic) Winner","Paul A. McGuckian (Democratic) Winner","John J. Mitchell (Democratic) Winner",,
"Montgomery","118134","114260","119027",,


"Judge of the Circuit Court - Vote For No More Than Three - Judicial Circuit: 06",,
"","Vincent E. Ferretti Jr. (Republican) Winner","Paul A. McGuckian (Republican) Winner","John J. Mitchell (Republican) Winner",,
"Montgomery","118134","114260","119027",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Thomas A. Rymer (Democratic) Winner",,
"Calvert","7413",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Thomas A. Rymer (Republican) Winner",,
"Calvert","7413",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Robert C. Nalley (Democratic) Winner",,
"Charles","12010",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Robert C. Nalley (Republican) Winner",,
"Charles","12010",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","James Patrick Salmon (Democratic) Winner",,
"Prince George`s","46274",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","James Patrick Salmon (Republican) Winner",,
"Prince George`s","46274",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Marvin S. Kaminetz (Democratic) Winner",,
"St. Mary`s","7988",,


"Judge of the Circuit Court - Vote For One - Judicial Circuit: 07",,
"","Marvin S. Kaminetz (Republican) Winner",,
"St. Mary`s","7988",,


"Judge of the Circuit Court - Vote For No More Than Three - Judicial Circuit: 08",,
"","Ellen L. Hollander (Democratic) Winner","Richard T. Rombro (Democratic) Winner","John C. Themelis (Democratic) Winner",,
"Baltimore City","62425","55351","53885",,


"Judge of the Circuit Court - Vote For No More Than Three - Judicial Circuit: 08",,
"","Ellen L. Hollander (Republican) Winner","Richard T. Rombro (Republican) Winner","John C. Themelis (Republican) Winner",,
"Baltimore City","62425","55351","53885",,


"Judge, Court of Appeals - Appellate Circuit: 02",,
"","Robert C. Murphy (Democratic)",,
"","For Winner","Against",,
"Baltimore ","66429","24,049",,
"Harford","26102","6,544",,


"Judge, Court of Special Appeals At Large - ",,
"","Robert F. Fischer (Democratic)",,
"","For Winner","Against",,
"Allegany","6910","2,497",,
"Anne Arundel","69123","20,089",,
"Baltimore City","48137","12,640",,
"Baltimore ","63988","23,573",,
"Calvert","4816","1,431",,
"Caroline","1596","524",,
"Carroll","17101","3,951",,
"Cecil","4290","1,401",,
"Charles","8075","2,277",,
"Dorchester","2032","789",,
"Frederick","11124","2,864",,
"Garrett","2104","1,058",,
"Harford","25687","6,482",,
"Howard","32327","6,635",,
"Kent","1420","512",,
"Montgomery","118645","18,348",,
"Prince George`s","49219","13,096",,
"Queen Anne`s","2900","856",,
"St. Mary`s","5395","1,557",,
"Somerset","1390","409",,
"Talbot","2961","592",,
"Washington","10896","3,986",,
"Wicomico","7086","1,895",,
"Worcester","4189","848",,


"Judge, Court of Special Appeals - Appellate Circuit: 01",,
"","Dale R. Cathell (Democratic)",,
"","For Winner","Against",,
"Caroline","1575","528",,
"Cecil","4121","1,409",,
"Dorchester","1990","799",,
"Kent","1408","504",,
"Queen Anne`s","2880","861",,
"Somerset","1373","516",,
"Talbot","2883","584",,
"Wicomico","7509","1,908",,
"Worcester","5040","1,064",,
