

"Governor - Vote For One - ",,
"","William Donald Schaefer/Melvin A. Steinberg (Democratic) Winner","Thomas J. Mooney/Melvin Bilal (Republican)",,
"Allegany","14296","4783",,
"Anne Arundel","83917","16945",,
"Baltimore City","152553","12935",,
"Baltimore ","174570","29857",,
"Calvert","7833","2563",,
"Caroline","3874","951",,
"Carroll","19887","5209",,
"Cecil","11517","2856",,
"Charles","13632","3623",,
"Dorchester","6669","889",,
"Frederick","21977","6778",,
"Garrett","3327","2115",,
"Harford","33633","6528",,
"Howard","36571","7981",,
"Kent","4363","820",,
"Montgomery","147946","47885",,
"Prince George`s","102611","23559",,
"Queen Anne`s","6440","1430",,
"St. Mary`s","9600","2192",,
"Somerset","4982","860",,
"Talbot","6625","1845",,
"Washington","20588","6208",,
"Wicomico","12740","3736",,
"Worcester","7140","1637",,


"Comptroller 005 - Vote For One - ",,
"","Louis L. Goldstein (Democratic) Winner",,
"Allegany","13489",,
"Anne Arundel","75508",,
"Baltimore City","127604",,
"Baltimore ","158624",,
"Calvert","8017",,
"Caroline","3824",,
"Carroll","22489",,
"Cecil","10979",,
"Charles","13149",,
"Dorchester","5924",,
"Frederick","24318",,
"Garrett","3852",,
"Harford","31694",,
"Howard","33003",,
"Kent","4298",,
"Montgomery","152107",,
"Prince George`s","96922",,
"Queen Anne`s","6431",,
"St. Mary`s","9272",,
"Somerset","4674",,
"Talbot","6450",,
"Washington","21409",,
"Wicomico","13227",,
"Worcester","7051",,


"Attorney General - Vote For One - ",,
"","J. Joseph Curran Jr. (Democratic) Winner",,
"Allegany","10957",,
"Anne Arundel","63950",,
"Baltimore City","118187",,
"Baltimore ","143060",,
"Calvert","6467",,
"Caroline","3141",,
"Carroll","19326",,
"Cecil","9722",,
"Charles","11396",,
"Dorchester","4642",,
"Frederick","20642",,
"Garrett","3168",,
"Harford","31645",,
"Howard","30003",,
"Kent","3604",,
"Montgomery","140893",,
"Prince George`s","91304",,
"Queen Anne`s","5353",,
"St. Mary`s","8028",,
"Somerset","3573",,
"Talbot","5394",,
"Washington","16562",,
"Wicomico","11102",,
"Worcester","6051",,


"U.S. Senator - Vote For One - ",,
"","Barbara A. Mikulski (Democratic) Winner","Linda Chavez (Republican)","Henry Laque (Other)",,
"Allegany","8845","10790","0",,
"Anne Arundel","54932","46528","1",,
"Baltimore City","137775","28926","0",,
"Baltimore ","126914","76785","0",,
"Calvert","5420","5371","0",,
"Caroline","2241","2735","0",,
"Carroll","11659","15329",,
"Cecil","6879","7312","0",,
"Charles","8958","8670","0",,
"Dorchester","3562","3988","0",,
"Frederick","13153","16547","0",,
"Garrett","1908","3829","0",,
"Harford","21534","19168","0",,
"Howard","25723","18960","0",,
"Kent","2791","2365","0",,
"Montgomery","117058","80469","0",,
"Prince George`s","85536","42585","0",,
"Queen Anne`s","3915","4052","0",,
"St. Mary`s","6484","5676","0",,
"Somerset","2566","3312","0",,
"Talbot","3712","4896","0",,
"Washington","12181","15005","0",,
"Wicomico","7463","9291","0",,
